Fiscal year,Proc Categ,Major Sector,Proc Type,Proc Meth,Proj Name,Proj ID,Len Instr Type,Lending Instr,Contract,Bor Ctr Ref #,#  Addendums,Ctr Awd Date,Supplier,Supp Ctry,Amount
2001,Civil Works,Water/sanit/fld prot,"Works, Buildings",National Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,CONSTRUCTION OF HEATER AND SECURITY SHED FOR HILAAST RESERVO,1E-2C,#,6/15/2001,SANJAT CO. LTD,Mongolia,"74,228"
2001,Goods,"Public admin, Law","Equipment, Construction",Direct Contracting,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF APARTMENT FIXTURES,2J-A,#,1/29/2001,PRESTIGE GROUP,Mongolia,741
2001,Goods,"Public admin, Law","Equipment, Electrical",International Shopping,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,"SUPPLY OF HEAT TRACE CABLES FOR HAILAAST, DENJIIN AND SHAR K",2-IS-1,#,8/21/2000,HEAT TRACE LTD,United Kingdom,"2,973"
2001,Goods,"Public admin, Law",Equipment Information Technology,International Competitive Bidding,"MN-BANK,ENT,LEG,TA(BELT",P047683,INVESTMENT,TECHNICAL ASSIST LN,WB 1040-517/99 SP-3 APP SW & SUPTRG HW/SW FOR IMMOVABLE PROP,WB1040-517/99,#,11/30/2000,INFORMATION BUSINESS SYSTEMS,Russian Federat,"202,244"
2001,Goods,"Public admin, Law",Equipment Information Technology,International Competitive Bidding,MN-Fiscal Technical Assistance,P051855,INVESTMENT,TECHNICAL ASSIST LN,DEBT RECORDING MANAGEMENT INFORMATION SYSTEM (DRMIS),UNCTAD,#,4/30/2001,UNITED NATIONS CONFERENCE ON TRADE AND DEVELOPMENT (UNCTAD),World,"434,937"
2001,Goods,"Public admin, Law","Equipment, Water Supply and Sewerage",Direct Contracting,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,ADDITIONAL 4000 WATERMETERS,1G-A,#,9/10/2000,LADISLAV GABRIEL-INZENYRSKA,Czech Republic,"14,728"
2001,Goods,"Public admin, Law","Equipment, Water Supply and Sewerage",Direct Contracting,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,EQUIPMENT OF WATER PROOFING MATERIAL FOR YARMAG RESERVOIR,2IS3-A,#,5/30/2001,"DRC INTERNATIONAL, INC.",United States,374
2001,Goods,"Public admin, Law","Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,"PROVISION, INSTALL. AND COM OF POTABLE WATER MAIN PUMPING IN",1E1-A,1,10/24/2000,PRESTIJ,Mongolia,"22,868"
2001,Goods,"Public admin, Law","Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,"SUPPLY OF VALVES, FITTINGS AND ACC FOR PORTABLE WATER MAINS",2F2,#,7/9/2000,BORANEX,France,"6,983"
2001,Goods,"Public admin, Law","Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,PREINSULATED DUCTILE IRON PIPES AND FITTINGS,2F3,1,4/10/2001,CHINA TIANCHEN CHEMICAL ENGINEERING CORP.,China,"27,814"
2001,Goods,"Public admin, Law","Equipment, Water Supply and Sewerage",International Shopping,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF WATER PROOFING MATERIALS AND RELATED COMPONENTS,2IS-3,2,3/1/2001,KIMIA S.P.A.,Italy,968
2001,Goods,Finance,Equipment Information Technology,International Competitive Bidding,"MN-BANK,ENT,LEG,TA(BELT",P047683,INVESTMENT,TECHNICAL ASSIST LN,WB 1040-517/99 SP-3 APP SW & SUPTRG HW/SW FOR IMMOVABLE PROP,WB1040-517/99,#,11/30/2000,INFORMATION BUSINESS SYSTEMS,Russian Federat,"86,676"
2001,Goods,Energy & mining,"Equipment, Transportation",Direct Contracting,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,SPARE PARTS FOR CAT777D DUMP TRUCKS,BN2001/27-SC01/019,#,4/17/2001,WAGNER ASIA EQUIPMENT LLC,Mongolia,"1,542,686"
2001,Goods,Water/sanit/fld prot,"Equipment, Construction",Direct Contracting,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF APARTMENT FIXTURES,2J-A,#,1/29/2001,PRESTIGE GROUP,Mongolia,"14,088"
2001,Goods,Water/sanit/fld prot,"Equipment, Electrical",International Shopping,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,"SUPPLY OF HEAT TRACE CABLES FOR HAILAAST, DENJIIN AND SHAR K",2-IS-1,#,8/21/2000,HEAT TRACE LTD,United Kingdom,"56,486"
2001,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",Direct Contracting,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,ADDITIONAL 4000 WATERMETERS,1G-A,#,9/10/2000,LADISLAV GABRIEL-INZENYRSKA,Czech Republic,"279,828"
2001,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",Direct Contracting,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,EQUIPMENT OF WATER PROOFING MATERIAL FOR YARMAG RESERVOIR,2IS3-A,#,5/30/2001,"DRC INTERNATIONAL, INC.",United States,"7,108"
2001,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,"PROVISION, INSTALL. AND COM OF POTABLE WATER MAIN PUMPING IN",1E1-A,1,10/24/2000,PRESTIJ,Mongolia,"434,500"
2001,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,"SUPPLY OF VALVES, FITTINGS AND ACC FOR PORTABLE WATER MAINS",2F2,#,7/9/2000,BORANEX,France,"132,683"
2001,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,PREINSULATED DUCTILE IRON PIPES AND FITTINGS,2F3,1,4/10/2001,CHINA TIANCHEN CHEMICAL ENGINEERING CORP.,China,"528,457"
2001,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",International Shopping,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF WATER PROOFING MATERIALS AND RELATED COMPONENTS,2IS-3,2,3/1/2001,KIMIA S.P.A.,Italy,"18,397"
2002,Consultant Services,Agriculture,Project Management,Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,CONTRACT FOR MR. CLYDE E. GOULDEN,CONTRACT FOR MR.CLYDE E.GOULDEN,#,10/31/2001,CLYDE E. GOULDEN,United States,"25,930"
2002,Consultant Services,Agriculture,Project Management,Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,CONTRACT FOR MR. BERND ETZELMULLER,CONTRACT FOR MR. BERND ETZELMULL,#,3/26/2002,MR. BERND ETZELMULLER,Germany,"6,600"
2002,Consultant Services,Agriculture,Project Management,Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"ELBEGZAYA BATJARGAL, PROJECT MANAGER","ELBEGZAYA BATJARGAL, PROJECT MAN",#,5/8/2002,ELBEGZAYA BATJARGAL,Mongolia,"3,600"
2002,Consultant Services,Agriculture,Project Management,Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"BATKHUU JULDAI, FINANCE MANAGER","BATKHUU JULDAI, FINANCE MANAGER",#,10/17/2001,BATKHUU JULDAI,Mongolia,"1,440"
2002,Consultant Services,Agriculture,Project Management,Quality Based Selection,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,CONTRACT FOR MR. CLYDE E. GOULDEN-YEAR 2,CONTRACT FOR MR.CLYDE E.GOULDEN-,#,10/31/2001,CLYDE E. GOULDEN,United States,"26,578"
2002,Consultant Services,Agriculture,Project Management,Quality Based Selection,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,CONTRACT FOR MR. CLYDE E. GOULDEN-YEAR 3,CONTRACT FOR MR.CLYDE E.GOULDEN-,#,10/31/2001,CLYDE E. GOULDEN,United States,"27,242"
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"ARIUNTSETSEG LHAVGA, RANGELAND ECOLOGY RESEARCHER","ARIUNTSETSEG LHAVGA, RESEARCHER",#,5/30/2002,ARIUNTSETSEG LHAVGA,Mongolia,684
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"BAIGAL-AMAR TUULAIKHUU, FOREST INSECTS RESEARCHER",BAIGAL-AMAR TUULAIKHUU,#,5/30/2002,BAIGAL-AMAR TUULAIKHUU,Mongolia,684
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR BATDEMBEREL BADAMSANIBYY, ORNITHOLOGY",BATDEMBEREL BADAMSANIBYY,#,5/30/2002,BATDEMBEREL BADAMSANIBYY,Mongolia,576
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR BAYASGALAN AMGALAN, LARGE MAMMALS",BAYASGALAN AMGALAN,1,5/30/2002,BAYASGALAN AMGALAN,Mongolia,"2,376"
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR BOHCHULUUN TSEGMID, ALGOLOGY",BOHCHULUUN TSEGMID,#,5/30/2002,BOHCHULUUN TSEGMID,Mongolia,612
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR KHISHIGJARGAL MOOHOR, FOREST ECOLOGY",KHISHIGJARGAL MOOHOR,#,5/30/2002,KHISHIGJARGAL MOOHOR,Mongolia,684
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR MENDSAIKHAN BUD, ICHTHYOLOGIST",MENDSAIKHAN BUD,#,5/30/2002,MENDSAIKHAN BUD,Mongolia,893
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR NANDINTSETSEG BANZRAGCH, METEOROLOGIST",NANDINTSETSEG BANZRAGCH,#,5/30/2002,NANDINTSETSEG BANZRAGCH,Mongolia,785
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR OTGONSUREN AVIRMED, DECOMPOSITION",OTGONSUREN AVIRMED,#,5/30/2002,OTGONSUREN AVIRMED,Mongolia,684
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR OYUNCHULUUN YADAMSUREN, TERRESTRIAL INSECTS",OYUNCHULUUN YADAMSUREN,#,5/30/2002,OYUNCHULUUN YADAMSUREN,Mongolia,684
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR OYUNSANA BYAMBASUREN, DENDROCHRONOLOGY",OYUNSANA BYAMBASUREN,#,5/30/2002,OYUNSANA BYAMBASUREN,Mongolia,742
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SANAA ENKHTAIVAN, AQUATIC INSECTS",SANAA ENKHTAIVAN,#,5/30/2002,SANAA ENKHTAIVAN,Mongolia,576
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SARUUL NYAMDORJ, GRASS PLANT TAXONOMY",SARUUL NYAMDORJ,#,5/30/2002,SARUUL NYAMDORJ,Mongolia,576
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SUVDTSETSEG CHULUUNBAT, AQUATIC INSECTS",SUVDTSETSEG CHULUUNBAT,#,5/30/2002,SUVDTSETSEG CHULUUNBAT,Mongolia,576
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR TAMIRAA PUNTSAG, WATER CHEMISTRY",TAMIRAA PUNTSAG,#,5/30/2002,TAMIRAA PUNTSAG,Mongolia,576
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR TUMURCHUDUR SODNOM, HYDROLOGY",TUMURCHUDUR SODNOM,#,5/30/2002,TUMURCHUDUR SODNOM,Mongolia,950
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR TSOGT SUKHBAATAR, MAMMOLOGY",TSOGT SUKHBAATAR,#,5/30/2002,TSOGT SUKHBAATAR,Mongolia,576
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR TUMENTSETSEG SHAVIRAACHIN, GIS",TUMENTSETSEG SHAVIRAACHIN,#,5/30/2002,TUMENTSETSEG SHAVIRAACHIN,Mongolia,828
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR NARANUNDRAKH BAATAR, SOIL SCIENTIST",NARANUNDRAKH BAATAR,#,5/30/2002,NARANUNDRAKH BAATAR,Mongolia,576
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SARUUL SHIIREV-ADIYA, NOMADIC STUDY SPECIALIST",SARUUL SHIIREV-ADIYA,#,5/30/2002,SARUUL SHIIREV-ADIYA,Mongolia,540
2002,Consultant Services,Agriculture,"Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SHARKHUU NATSAGDORJ, PERMAFROST SPECIALIST/LOCA",SHARKHUU NATSAGDORJ,1,5/8/2002,SHARKHUU NATSAGDORJ,Mongolia,462
2002,Consultant Services,Agriculture,Implementation Activity,Single Source Selection,MN-Biodiversity Capacity Building,P073669,UNKNOWN,Not assigned,CONTRACT FOR MONGOLIAN NATURE AND ENVIRONMENT CONSORTIUM,MONGOLIAN NATURE AND ENV. CONSOR,#,2/27/2002,MONGOLIAN NATURE AND ENVIRONMENT CONSORTIUM,Mongolia,"5,000"
2002,Consultant Services,"Public admin, Law",Project Management,Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,CONTRACT FOR MR. CLYDE E. GOULDEN,CONTRACT FOR MR.CLYDE E.GOULDEN,#,10/31/2001,CLYDE E. GOULDEN,United States,"8,643"
2002,Consultant Services,"Public admin, Law",Project Management,Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,CONTRACT FOR MR. BERND ETZELMULLER,CONTRACT FOR MR. BERND ETZELMULL,#,3/26/2002,MR. BERND ETZELMULLER,Germany,"2,200"
2002,Consultant Services,"Public admin, Law",Project Management,Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"ELBEGZAYA BATJARGAL, PROJECT MANAGER","ELBEGZAYA BATJARGAL, PROJECT MAN",#,5/8/2002,ELBEGZAYA BATJARGAL,Mongolia,"1,200"
2002,Consultant Services,"Public admin, Law",Project Management,Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"BATKHUU JULDAI, FINANCE MANAGER","BATKHUU JULDAI, FINANCE MANAGER",#,10/17/2001,BATKHUU JULDAI,Mongolia,480
2002,Consultant Services,"Public admin, Law",Project Management,Quality Based Selection,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,CONTRACT FOR MR. CLYDE E. GOULDEN-YEAR 2,CONTRACT FOR MR.CLYDE E.GOULDEN-,#,10/31/2001,CLYDE E. GOULDEN,United States,"8,859"
2002,Consultant Services,"Public admin, Law",Project Management,Quality Based Selection,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,CONTRACT FOR MR. CLYDE E. GOULDEN-YEAR 3,CONTRACT FOR MR.CLYDE E.GOULDEN-,#,10/31/2001,CLYDE E. GOULDEN,United States,"9,081"
2002,Consultant Services,"Public admin, Law","Feasibility studies, Design Studies",Quality Based Selection,MN-Fiscal Technical Assistance,P051855,INVESTMENT,TECHNICAL ASSIST LN,MONGOLIA GAP ANALYSIS UNDER FISCAL TECHNIAL ASSISTANCE PROJE,IPS GROUP OF KPMG CONSULTING,#,3/11/2002,IPS GROUP OF KPMG CONSULTING,United States,"169,870"
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"ARIUNTSETSEG LHAVGA, RANGELAND ECOLOGY RESEARCHER","ARIUNTSETSEG LHAVGA, RESEARCHER",#,5/30/2002,ARIUNTSETSEG LHAVGA,Mongolia,228
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"BAIGAL-AMAR TUULAIKHUU, FOREST INSECTS RESEARCHER",BAIGAL-AMAR TUULAIKHUU,#,5/30/2002,BAIGAL-AMAR TUULAIKHUU,Mongolia,228
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR BATDEMBEREL BADAMSANIBYY, ORNITHOLOGY",BATDEMBEREL BADAMSANIBYY,#,5/30/2002,BATDEMBEREL BADAMSANIBYY,Mongolia,192
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR BAYASGALAN AMGALAN, LARGE MAMMALS",BAYASGALAN AMGALAN,1,5/30/2002,BAYASGALAN AMGALAN,Mongolia,792
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR BOHCHULUUN TSEGMID, ALGOLOGY",BOHCHULUUN TSEGMID,#,5/30/2002,BOHCHULUUN TSEGMID,Mongolia,204
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR KHISHIGJARGAL MOOHOR, FOREST ECOLOGY",KHISHIGJARGAL MOOHOR,#,5/30/2002,KHISHIGJARGAL MOOHOR,Mongolia,228
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR MENDSAIKHAN BUD, ICHTHYOLOGIST",MENDSAIKHAN BUD,#,5/30/2002,MENDSAIKHAN BUD,Mongolia,298
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR NANDINTSETSEG BANZRAGCH, METEOROLOGIST",NANDINTSETSEG BANZRAGCH,#,5/30/2002,NANDINTSETSEG BANZRAGCH,Mongolia,262
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR OTGONSUREN AVIRMED, DECOMPOSITION",OTGONSUREN AVIRMED,#,5/30/2002,OTGONSUREN AVIRMED,Mongolia,228
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR OYUNCHULUUN YADAMSUREN, TERRESTRIAL INSECTS",OYUNCHULUUN YADAMSUREN,#,5/30/2002,OYUNCHULUUN YADAMSUREN,Mongolia,228
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR OYUNSANA BYAMBASUREN, DENDROCHRONOLOGY",OYUNSANA BYAMBASUREN,#,5/30/2002,OYUNSANA BYAMBASUREN,Mongolia,247
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SANAA ENKHTAIVAN, AQUATIC INSECTS",SANAA ENKHTAIVAN,#,5/30/2002,SANAA ENKHTAIVAN,Mongolia,192
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SARUUL NYAMDORJ, GRASS PLANT TAXONOMY",SARUUL NYAMDORJ,#,5/30/2002,SARUUL NYAMDORJ,Mongolia,192
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SUVDTSETSEG CHULUUNBAT, AQUATIC INSECTS",SUVDTSETSEG CHULUUNBAT,#,5/30/2002,SUVDTSETSEG CHULUUNBAT,Mongolia,192
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR TAMIRAA PUNTSAG, WATER CHEMISTRY",TAMIRAA PUNTSAG,#,5/30/2002,TAMIRAA PUNTSAG,Mongolia,192
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR TUMURCHUDUR SODNOM, HYDROLOGY",TUMURCHUDUR SODNOM,#,5/30/2002,TUMURCHUDUR SODNOM,Mongolia,317
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR TSOGT SUKHBAATAR, MAMMOLOGY",TSOGT SUKHBAATAR,#,5/30/2002,TSOGT SUKHBAATAR,Mongolia,192
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR TUMENTSETSEG SHAVIRAACHIN, GIS",TUMENTSETSEG SHAVIRAACHIN,#,5/30/2002,TUMENTSETSEG SHAVIRAACHIN,Mongolia,276
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR NARANUNDRAKH BAATAR, SOIL SCIENTIST",NARANUNDRAKH BAATAR,#,5/30/2002,NARANUNDRAKH BAATAR,Mongolia,192
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SARUUL SHIIREV-ADIYA, NOMADIC STUDY SPECIALIST",SARUUL SHIIREV-ADIYA,#,5/30/2002,SARUUL SHIIREV-ADIYA,Mongolia,180
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SHARKHUU NATSAGDORJ, PERMAFROST SPECIALIST/LOCA",SHARKHUU NATSAGDORJ,1,5/8/2002,SHARKHUU NATSAGDORJ,Mongolia,154
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"DENSMAA NYAMTSOGT, LOCAL WATER CHEMISTRY SPECIALIST",DENSMAA NYAMTSOGT,#,6/2/2002,DENSMAA NYAMTSOGT,Mongolia,325
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR TUMURSUKH JADAMBA, WILDLIFE BIOLOGIST",TUMURSUKH JADAMBA,#,6/2/2002,TUMURSUKH JADAMBA,Mongolia,420
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR BYAMBAJAV TSOGT, GROOM",BYAMBAJAV TSOGT,#,6/2/2002,BYAMBAJAV TSOGT,Mongolia,546
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR SONINKHISHIG NERGUI, ALGOLOGY SAMPLING INSTRUCT",SONINKHISHIG NERGUI,1,6/2/2002,SONINKHISHIG NERGUI,Mongolia,225
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR MONHTOGTOKH TSOODOL, DIRECTOR OF GEOMASTER COMP",MONHTOGTOKH TSOODOL,#,6/10/2002,MONHTOGTOKH TSOODOL,Mongolia,"1,532"
2002,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Selection Based On Consultant's Qualific,MN LAKE KHOVSGOL,P072391,UNKNOWN,??,"CONTRACT FOR BOLDGIIV BAZARTSEREN, FIELD SCIENCE ASSISTANT",BOLDGIIV BAZARTSEREN,#,6/2/2002,BOLDGIIV BAZARTSEREN,Mongolia,350
